"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000142021";"781332";"DELEG. DA CAPITANIA DOS PORTOS EM ITACURUCA";"6";"Dispensa de Licitação";"63176000787202151";"Objeto: Aluguel de embarcação para o Curso Especial de Passageiros(ESEP), no período de 19 à 23JUL2021, para o Ensino Profissional Marítimo.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"MANGARATIBA";"03/08/2021";"";"3800,0000"
"000152021";"927977";"FUNDO MUNICIPAL DE SAUDE DE FEIRA NOVA";"-99";"Pregão - Registro de Preço";"00015/2021";"Objeto: Pregão Eletrônico -  Contratação de empresa visando a aquisição parcelada de Gêneros Alimentícios, do tipo: Hortifrúti e Carnes, para atender as necessidades do Hospital Municipal Josefa Euzébia da Rocha, Fundo Municipal de Saúde de Feira Nova e Unidades vinculadas, por um período de 12 meses.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94620";"ESTADO DE PERNAMBUCO";"Inválido";"06/08/2021";"02/08/2021";"0,0000"
"000152021";"927491";"SECRETARIA DE EST.DE GOV. DO EST DO MARANHAO";"5";"Pregão";"0107173/2021";"Objeto: Pregão Eletrônico -  Contratação de empresa para prestação dos Serviços de Consultorias Especializadas em Arquitetura e Engenharia para a Elaboração de Projetos de Execução de Obras de Infraestrutura e de Edificações, visando atender as necessidades da   Secretaria de Estado de Governo do Maranhão.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94120";"ESTADO DO MARANHAO";"Inválido";"06/08/2021";"28/07/2021";"1316500,0000"
"000152021";"926708";"CAMARA MUNICIPAL DE LONDRINA";"5";"Pregão";"15/2021";"Objeto: Pregão Eletrônico -  Contratação de empresa para prestação dos serviços de clipping jornalístico de mídia televisiva sobre a Câmara Municipal de Londrina e seus integrantes.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"96120";"ESTADO DO PARANA";"Inválido";"03/08/2021";"28/07/2021";"9796,8000"
"000152021";"925212";"PMSP-COORDENADORIA REGIONAL DE SAÚDE NORTE";"5";"Pregão";"60182020/00698117";"Objeto: Pregão Eletrônico -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LOCAÇÃO TABLET + PACOTE DE DADOS 3G, conforme Edital do Pregão Eletrônico nº 015/2021/CRSN e seus Anexos";"Evento de Reabertura de Prazo ";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95420";"ESTADO DE SAO PAULO";"Inválido";"02/08/2021";"02/08/2021";"0,0000"
"000152021";"926681";"DME DISTRIBUIÇÃO S/A POÇOS DE CALDAS MG";"5";"Pregão";"PA 062/2021";"Objeto: Pregão Eletrônico -  Cordoalhas de Aço";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95120";"ESTADO DE MINAS GERAIS";"Inválido";"06/08/2021";"05/05/2021";"205020,0000"
"000152021";"120641";"BASE AEREA DE PORTO VELHO";"-99";"Pregão - Registro de Preço";"67293000133202141";"Objeto: Pregão Eletrônico -  Contratação de serviço de mudança de categoria da Carteira Nacional de Habilitação";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"PORTO VELHO";"03/08/2021";"03/08/2021";"0,0000"
"000152021";"123001";"CAIXA FINANCIAMENTO IMOBILIARIO AERONAUTICA";"6";"Dispensa de Licitação";"67011000755202199";"Objeto: Aquisição de material para a copa da CFIAe (copos descartáveis de 50 ml)";"Encerrado";"52000";"Ministério da Defesa";"52211";"Caixa de Financiamento Imobiliário da Aeronáu";"RIO DE JANEIRO";"02/08/2021";"13/07/2021";"549,0000"
"000152021";"135012";"EMBRAPA/CPATSA";"6";"Dispensa de Licitação";"21198.001203/2021";"Objeto: Contratação de produto digital, tipo plataforma, especializado em realização de evento da categoria congresso/simpósio/workshop em formato digital.";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"PETROLINA";"06/08/2021";"";"12500,0000"
"000152021";"135028";"EMBRAPA/CNPF";"6";"Dispensa de Licitação";"21175.001218/2021";"Objeto: Aquisição de materiais de expediente (ATENÇÃO!!! Descrição conforme OBSERVAÇÕES GERAIS)";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"COLOMBO";"05/08/2021";"";"597,0000"
"000152021";"135030";"EMBRAPA/CNPSA";"6";"Dispensa de Licitação";"663/2021";"Objeto: Conserto da máquina de gelo pat. 1207014";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"CONCORDIA";"02/08/2021";"";"3150,0000"
"000152021";"153015";"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"6";"Dispensa de Licitação";"23062031189202196";"Objeto: Contratação da Fundação CEFETMINAS para apoiar projeto de desenvolvimento institucional, notadamente na gestão administrativa e financeira necessária a sua execução, prestando serviços técnicos especializados para a realização de concurso público no CEFET-MG, que visa provimento de cargos do quadro permanente da carreira dos técnicos administrativos em educação (TAE).";"Publicado";"26000";"Ministério da Educação";"26257";"Centro Federal de Educação Tecnológica de Min";"BELO HORIZONTE";"02/08/2021";"";"2137341,6600"
"000152021";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"6";"Dispensa de Licitação";"23065019519202120";"Objeto: Aquisição de material para as subestações da Universidade Federal de Alagoas";"Encerrado";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"MACEIO";"04/08/2021";"30/07/2021";"4922,1700"
"000152021";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"7";"Inexigibilidade de Licitação";"23065019882202116";"Objeto: Inscrição da servidora Viviane Regina Costa Sá no evento externo Connected Smart Cities, na cidade de São Paulo, entre os dias 01 e 03 de setembro/2021.";"Encerrado";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"MACEIO";"06/08/2021";"";"600,0000"
"000152021";"154359";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"6";"Dispensa de Licitação";"2310001939202127";"Objeto: Aquisição de E-book - Diagramação eletrônica e projeto gráfico para a Pró - Reitoria de Extensão da Unipampa.";"Encerrado";"26000";"Ministério da Educação";"26266";"Fundação Universidade Federal do Pampa";"BAGE";"04/08/2021";"";"17600,0000"
"000152021";"155010";"HOSPITAL UNIVERSITARIO DA UFMA";"7";"Inexigibilidade de Licitação";"23523.023478/2021";"Objeto: Aquisição Material de Consumo (REAGENTE PARA DETECÇÃO DO CORONAVÍRUS SARS-COV2)";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"SAO LUIS";"03/08/2021";"";"1018080,0000"
"000152021";"155900";"HOSPITAL UNIVERSITARIO DA UFSCAR";"-99";"Pregão - Registro de Preço";"23763001270202063";"Objeto: Pregão Eletrônico -  Aquisição de material médico hospitalar (luvas, avental e máscara) para atendimento das necessidades do HU-UFSCar.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"SAO CARLOS";"02/08/2021";"20/05/2021";"23980,0000"
"000152021";"158303";"IFSULDEMINAS - CAMPUS MUZAMBINHO";"-99";"Pregão - Registro de Preço";"23346001017202170";"Objeto: Pregão Eletrônico -  Eventual Prestação de Serviços para Manutenção Preventiva e Corretiva (com Substituição de Peças e Baterias) do Nobreak SMS, Nº de Série 426910000018, potência de 20 KVA/16 K/w.";"Publicado";"26000";"Ministério da Educação";"26412";"Instituto Federal do Sul de Minas Gerais";"MUZAMBINHO";"03/08/2021";"19/07/2021";"10300,0000"
"000152021";"160045";"BASE ADMINISTRATIVA DA GUARNICAO DE FORTALEZA";"6";"Dispensa de Licitação";"64242002028202154";"Objeto: Serviço de manutenção corretiva/preventiva da rede de distribuição de gás do Setor de Aprovisionamento da B Adm Gu Fortaleza.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"FORTALEZA";"06/08/2021";"";"6800,0000"
"000152021";"160059";"BATALHAO DE GUARDA PRESIDENCIAL";"6";"Dispensa de Licitação";"64056007824202181";"Objeto: Contratação de serviço para confecção de material de acondicionamento e embalagem (mochila 30L) a fim de atender as necessidades do Núcleo Preparatório de Oficiais da Reserva do Batalhão da Guarda Presidencial.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BRASILIA";"05/08/2021";"";"9300,0000"
"000152021";"160069";"COMANDO LOGISTICO";"-99";"Pregão - Registro de Preço";"64447010254202111";"Objeto: Pregão Eletrônico -  Aquisição de material de intendência - equipamento";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BRASILIA";"05/08/2021";"21/07/2021";"0,0000"
"000152021";"160093";"38  BATALHAO DE INFANTARIA";"7";"Inexigibilidade de Licitação";"76";"Objeto: Pagamento de OCS não contratada referente a atendimento médico de beneficiário do sistema de saúde do Exército, vinculado ao 38º Batalhão de Infantaria.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"VILA VELHA";"04/08/2021";"";"928,2800"
"000152021";"160168";"HOSPITAL DA GUARNICAO DE MARABA";"6";"Dispensa de Licitação";"64591004690202189";"Objeto: Aquisição de material para a manutenção de viaturas do Hospital de Guarnição de Marabá.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MARABA";"02/08/2021";"";"3058,1900"
"000152021";"160188";"4 BATALHAO DE COMUNICACOES";"6";"Dispensa de Licitação";"64028003640202189";"Objeto: Contratação de empresa especializada em serviço de confecção e instalação de letreiro, em aço inox polido, com fixação dos pinos na fachada da parede, e serviço de confecção e instalação de placa (brasão), em inox, gravada a laser, com fixação dos pinos na fachada da parede, a fim de atender às necessidades do 4º Batalhão de Comunicações.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RECIFE";"04/08/2021";"";"9480,0000"
"000152021";"160223";"HOSPITAL GERAL DE CURITIBA";"6";"Dispensa de Licitação";"64578016193202100";"Objeto: Aquisição de material de expediente (impressos).";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CURITIBA";"03/08/2021";"";"2290,6000"
"000152021";"160264";"111 COMPANHIA DE APOIO DE MATERIAL BELICO";"6";"Dispensa de Licitação";"643341586/2021-73";"Objeto: Contratação de serviços postais e de telegramas. Correios.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RIO DE JANEIRO";"02/08/2021";"";"3600,0000"
"000152021";"160349";"COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA";"-99";"Pregão - Registro de Preço";"64315000626202198";"Objeto: Pregão Eletrônico -  Aquisição de Material de Manutenção de Bens Imóveis e Ferramentas de itens desertos ou fracassados do pregão 3/2021";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PORTO VELHO";"03/08/2021";"02/08/2021";"0,0000"
"000152021";"160429";"13 COMPANHIA DE COMUNICACOES MECANIZADA";"6";"Dispensa de Licitação";"64386001412202103";"Objeto: Serviço de conserto de estofamento das cadeiras tipo longarina desta OM.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"SAO GABRIEL";"02/08/2021";"";"630,0000"
"000152021";"170195";"GERENCIA REG. DE ADMINISTRACAO DO ME - GOIAS";"6";"Dispensa de Licitação";"10180100512202191";"Objeto: Aquisição de 02 (duas) placas de homenagens in memoriam, para Atender a CGU-R-GO.    Item 01-  01 (uma) placa em aço inox com fundo escovado Cump.20cm, larg.15cm, material estojo: madeira, material revest. externo: veludo prêto, material revest. interno: veludo preto. Texto gravado com fotocorrosão.  Item 02 - 01 (uma) Placa em aço inoxidável escovado cump.20cm x larg. 30cm, adicionais:espessura placa: 2mm. exto gravado com fotocorrosão. Arquivo Placa. (servidor in mem -SÁVIO NASCIMENTO";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"GOIANIA";"04/08/2021";"29/07/2021";"394,9800"
"000152021";"193113";"IBAMA - SUPERINTENDENCIA DO MATO GROSSO/MT";"6";"Dispensa de Licitação";"02052.000022/2021";"Objeto: Contratação de empresas especializadas à prestação de serviços de Substituição do Padrão de Energia e da fiação  elétrica da Unidade Técnica em Alta Floresta/MT, incluindo itens de materiais e de mão de obra.";"Encerrado";"44000";"Ministério do Meio Ambiente";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"CUIABA";"04/08/2021";"";"17599,9800"
"000152021";"194027";"COORDENACAO REGIONAL PASSO FUNDO/RS";"6";"Dispensa de Licitação";"08773000368202171";"Objeto: Serviços especializados de manutenção dos extintores do edifício sede da Coordenação Regional de Passo Fundo/RS";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30202";"Fundação Nacional do Índio";"PASSO FUNDO";"06/08/2021";"";"1330,0000"
"000152021";"240104";"INSTITUTO NACIONAL DE TECNOLOGIA - INT";"6";"Dispensa de Licitação";"01240.000350/2021";"Objeto: Participação de servidores em Curso";"Encerrado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"RIO DE JANEIRO";"04/08/2021";"";"1750,0000"
"000152021";"240128";"LABORATORIO NACIONAL DE ASTROFISICA";"6";"Dispensa de Licitação";"86";"Objeto: Material de consumo Oficina Mecânica .";"Encerrado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"ITAJUBA";"05/08/2021";"";"5444,0000"
"000152021";"240252";"INSTITUTO NACIONAL DA MATA ATLANTICA";"6";"Dispensa de Licitação";"01239000158202191";"Objeto: Despesas com  recarga de extintores de incêndio para o Instituto Nacional da Mata Atlântica.";"Encerrado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"SANTA TERESA";"05/08/2021";"";"1172,7500"
"000152021";"244001";"FUNDACAO ALEXANDRE DE GUSMAO";"6";"Dispensa de Licitação";"09100000134202118";"Objeto: Aquisição de material de consumo para reposição do estoque do almoxarifado da Fundação Alexandre de Gusmão - FUNAG, para o exercício de 2021.";"Encerrado";"35000";"Ministério das Relações Exteriores";"35201";"Fundação Alexandre de Gusmão";"BRASILIA";"05/08/2021";"";"8448,5500"
"000152021";"250057";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"-99";"Pregão - Registro de Preço";"250017568201953";"Objeto: Pregão Eletrônico -  Aquisição de implantes para Cirurgia Ortopédica da Área de Trauma - ARTRAU - Processo SEI número 250570175682019-53";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"RIO DE JANEIRO";"05/08/2021";"03/03/2021";"0,0000"
"000152021";"250061";"HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO";"5";"Pregão";"33433183744201938";"Objeto: Pregão Eletrônico -  Contratação de empresa de engenharia especializada na elaboração de estudos e projetos na área de  Prevenção e Combate a Incêndio e Pânico e Proteção contra Descargas Atmosféricas, a fim de  adequar as edificações pertencentes ao Hospital Federal dos Servidores à legislação e às regras  vigentes e também às do Corpo de Bombeiros Militar do Rio de Janeiro (CBMRJ).";"Evento de Suspensão Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"RIO DE JANEIRO";"05/08/2021";"07/07/2021";"445000,0000"
"000152021";"250104";"HOSPITAL FEDERAL CARDOSO FONTES";"7";"Inexigibilidade de Licitação";"33407115220202156";"Objeto: O presente objeto destina-se a solicitação de reparo do aparelho de Raio X Panorâmico Eagle.";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"RIO DE JANEIRO";"06/08/2021";"";"12267,2500"
"000152021";"254463";"INSTITUTO OSWALDO CRUZ";"-99";"Pregão - Registro de Preço";"25030108202117";"Objeto: Pregão Eletrônico -  Aquisição de Material de Expediente.";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"RIO DE JANEIRO";"03/08/2021";"23/07/2021";"90,0000"
"000152021";"254492";"INST.NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS";"-99";"Pregão - Registro de Preço";"25029000068202134";"Objeto: Pregão Eletrônico -  Registro de Preço objetivando aquisição de materiais laboratoriais";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"RIO DE JANEIRO";"04/08/2021";"28/06/2021";"0,0000"
"000152021";"495400";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"6";"Dispensa de Licitação";"48097001172202138";"Objeto: Aquisição de filtros (refis) para purificador de agua Soft By Everest e para purificador Libell. O Termo de Referência deverá ser solicitado através do e-mail: rubem.moncao@cprm.gov.br.";"Encerrado";"32000";"Ministério de Minas e Energia";"29208";"Companhia de Pesquisa de Recursos Minerais";"SALVADOR";"04/08/2021";"28/07/2021";"1130,8800"
"000152021";"740100";"CENTRO DE PROJETO DE NAVIOS";"6";"Dispensa de Licitação";"15";"Objeto: Material de Escritório divididos em diferentes itens.Valendo para a compra em referência as descrições e todas as quantidades listadas aqui: 1) Marcador de página 45x12mm c/ 8 cores transparente   8 blocos com 25 folhas cada   quantidades  50 pacotes com 8 blocos. 2) Pincel quadro branco 2,0mm - cor tinta: AZUL   15 unidades. 3) Pincel quadro branco 2,0mm, cor tinta: PRETA - 15 unidades 4) Pincel quadro branco 2,0mm - cor tinta: VERMELHA - 15 unidades.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"02/08/2021";"17/03/2021";"1213,3000"
"000152021";"771000";"DIRETORIA DE ABASTECIMENTO DA MARINHA";"7";"Inexigibilidade de Licitação";"63079000496202161";"Objeto: Reservado.";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"19770000,0000"
"000162021";"926708";"CAMARA MUNICIPAL DE LONDRINA";"-99";"Pregão - Registro de Preço";"33/2020";"Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de produtos de higienização para a Câmara Municipal de Londrina.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"96120";"ESTADO DO PARANA";"Inválido";"04/08/2021";"30/07/2021";"543,6000"
"000162021";"925046";"COMPANHIA DO METROPOLITANO DO DIST. FEDERAL";"-99";"Pregão - Registro de Preço";"9700006575/202075";"Objeto: Pregão Eletrônico -  Fornecimento de bancos de baterias chumbo-ácidas VRLA seladas, para o sistema de Sinalização, Controle e Telecomunicações das Estações, Subestações Retificadoras  e Complexo Administrativo e Operacional do Metrô-DF";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"97400";"DISTRITO FEDERAL";"Inválido";"04/08/2021";"06/07/2021";"549600,0000"
"000162021";"927461";"CONSELHO REG. DOS TÉC. INDUSTRIAIS DE SP";"-99";"Pregão - Registro de Preço";"L-34/2021";"Objeto: Pregão Eletrônico -  Registro de preços para eventual prestação de serviços de organização de eventos, sob demanda, envolvendo as etapas de planejamento, organização, coordenação e acompanhamento, contemplando todos os serviços indispensáveis à plena execução dos eventos, para suprir as necessidades do Conselho Regional dos Técnicos Industriais do Estado de São Paulo.";"Evento de Alteração Publicado";"38747";"CONSELHO FEDERAL DOS TÉCNICOS INDUSTRIAIS";"38747";"CONSELHO FEDERAL DOS TÉCNICOS INDUSTRIAIS";"Inválido";"03/08/2021";"15/07/2021";"48500,0000"
"000162021";"925007";"TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO";"5";"Pregão";"0035401-82.2020";"Objeto: Pregão Eletrônico -  Contratação de Prestação de serviços técnicos de desenvolvimento e manutenção de softwares através de Fábrica de Software, Sustentação de softwares estratégicos, bem como Fábrica de Métricas e Qualidade de Software, por 20 (vinte) meses, para atender o PJMT, conforme condições, quantidades e exigências estabelecidas neste Edital e seus  anexos.";"Divulgado";"11111";"TRIBUNAL DE JUSTIÇA DO ESTADO DE MATO GROSSO";"11111";"TRIBUNAL DE JUSTIÇA DO ESTADO DE MATO GROSSO";"Inválido";"05/08/2021";"21/05/2021";"10740243,5100"
"000162021";"926681";"DME DISTRIBUIÇÃO S/A POÇOS DE CALDAS MG";"5";"Pregão";"076/2021";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para execução de serviços de reforma em transformador de força, denominado T5 da SE Saturnino, pertencente ao Sistema Elétrico de Potência da DMED, conforme quantidade, especificação e descrição contidas no Anexo II   Especificação Técnica.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"95120";"ESTADO DE MINAS GERAIS";"Inválido";"06/08/2021";"29/04/2021";"730000,0000"
"000162021";"926349";"CONSELHO REGIONAL DE FISIOTERAPIA E TERAPIA";"5";"Pregão";"1419";"Objeto: Pregão Eletrônico -  Aquisição de software de gestão de ponto para o CREFITO-8 em sua sede e suas subsedes localizadas em Cascavel, Londrina e Maringá, para garantir a manutenção automatizada das rotinas de controle e gestão de jornada de trabalho, tais como registro de ponto, tratamento e fechamento registros imputados e atendimento às exigências das portarias 1510 e 373 do Ministério do Trabalho, referentes ao controle da jornada, conforme condições, quantidades e exigências estabelecidas neste Edital";"Divulgado";"38644";"CONS REG DE FIS E TERAPIA OCUP DA 8ª REGIÃO";"38644";"CONS REG DE FIS E TERAPIA OCUP DA 8ª REGIÃO";"Inválido";"05/08/2021";"27/07/2021";"2200,8000"
"000162021";"110322";"GABINETE DE SEGURANCA INSTITUCIONAL/PR";"6";"Dispensa de Licitação";"00181000546202112";"Objeto: Aquisição de material permanente e de consumo para atender as necessidades do Departamento de Gestão do Gabinete de Segurança Institucional da Presidência da República em seus encargos de mover toda área administrativa, conforme condições, quantidades e exigências estabelecidas no Projeto Básico - Contratação Direta - Aquisição nº 4/2021/DADM/DGES/SE (SEI 2662371).";"Encerrado";"20000";"Presidência da República";"20101";"Presidência da República";"BRASILIA";"06/08/2021";"28/06/2021";"491,0500"
"000162021";"110402";"ESCOLA SUPERIOR DE GUERRA";"6";"Dispensa de Licitação";"60631002363202118";"Objeto: Esta cotação destina-se à aquisição de gêneros alimentícios para a ESG. O prazo de entrega dos produtos é de 5 (cinco) dias, contados do recebimento da Nota de Empenho, em remessa única, no seguinte endereço: Escola Superior de Guerra (ESG):Av João Luiz Alves s/nº, Urca, CEP: 22.291-090, Rio de Janeiro - RJ, na Seção de Aprovisionamento, de segunda a quinta-feira, das 8 h às 15 h, e às sextas-feiras, das 8 h às 12 h. O TR poderá ser solicitado através do e-mail:dcont@esg.br.";"Encerrado";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"RIO DE JANEIRO";"02/08/2021";"22/07/2021";"13858,8000"
"000162021";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"6";"Dispensa de Licitação";"67613017445202124";"Objeto: Serviço para calibração de balanças dos Destacamentos de Controle de Tráfego Aéreo de Campo Grande, Corumbá e Jaraguari.";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"CURITIBA";"04/08/2021";"";"880,0000"
"000162021";"130102";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"-99";"Pregão - Registro de Preço";"21053000238202122";"Objeto: Pregão Eletrônico -  Aquisição de material laboratorial - vidrarias. IRP 12/2021";"Evento de Resultado de Julgame";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"CAMPINAS";"02/08/2021";"21/07/2021";"300,0000"
"000162021";"135030";"EMBRAPA/CNPSA";"6";"Dispensa de Licitação";"664/2021";"Objeto: Conserto de 11 climatizadores";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"CONCORDIA";"02/08/2021";"";"6350,0000"
"000162021";"150247";"COMPLEXO HOSPITALAR E DE SAUDE DA UFBA";"-99";"Pregão - Registro de Preço";"23066002991202139";"Objeto: Pregão Eletrônico -  Registro de Preços - 16/2021 - para eventual aquisição de  MATERIAL DE LABORATÓRIO, visando atender as necessidades do  LABORATÓRIO DE IMUNOLOGIA E BIOLOGIA MOLECULAR   LABIMUNO (ICS-UFBA), unidade integrante do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último, a fim de tornar mais ágil a fase de ha";"Publicado";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"SALVADOR";"05/08/2021";"08/07/2021";"0,0000"
"000162021";"153033";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN";"7";"Inexigibilidade de Licitação";"23091009751202171";"Objeto: Assinatura banco de preços pelo período de 12 meses para 03 usuários simultâneos.";"Encerrado";"26000";"Ministério da Educação";"26264";"Universidade Federal Rural do Semi-Árido";"MOSSORO";"05/08/2021";"";"29625,0000"
"000162021";"153161";"FORUM DE CIENCIA E CULTURA DA UFRJ";"6";"Dispensa de Licitação";"23079222462202119";"Objeto: Aquisição de material de construção para execução dos serviços de manutenção na Casa da Ciência a ser efetuado pela Prefeitura da UFRJ.";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"RIO DE JANEIRO";"06/08/2021";"02/08/2021";"77,9500"
"000162021";"153178";"UTFPR - CAMPUS PONTA GROSSA";"-99";"Pregão - Registro de Preço";"23064027330202136";"Objeto: Pregão Eletrônico -  Aquisição de Bandeiras, Materiais de Estamparia, serigrafia, lavanderia, tecidos e aviamentos para os campi Campo Mourão, Guarapuava e Ponta Grossa";"Publicado";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"PONTA GROSSA";"05/08/2021";"04/08/2021";"0,0000"
"000162021";"154359";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"6";"Dispensa de Licitação";"23100012981202148";"Objeto: HD externo de 1tb.";"Encerrado";"26000";"Ministério da Educação";"26266";"Fundação Universidade Federal do Pampa";"BAGE";"05/08/2021";"";"572,0000"
"000162021";"158132";"INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL";"7";"Inexigibilidade de Licitação";"23347006595202124";"Objeto: Contratação de empresa para ministração de curso de Libras para a Servidora Rayssa Naves, TILS, do IFMS.";"Encerrado";"26000";"Ministério da Educação";"26415";"Instituto Federal do Mato Grosso do Sul";"CAMPO GRANDE";"05/08/2021";"";"497,0000"
"000162021";"158137";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"5";"Pregão";"23343001724202128";"Objeto: Pregão Eletrônico -  Serviço de Editoração";"Publicado";"26000";"Ministério da Educação";"26412";"Instituto Federal do Sul de Minas Gerais";"POUSO ALEGRE";"05/08/2021";"28/07/2021";"17900,0000"
"000162021";"158303";"IFSULDEMINAS - CAMPUS MUZAMBINHO";"-99";"Pregão - Registro de Preço";"23346001046202173";"Objeto: Pregão Eletrônico -  Prestação de Serviços de Extensão de Garantia de Servidor";"Publicado";"26000";"Ministério da Educação";"26412";"Instituto Federal do Sul de Minas Gerais";"MUZAMBINHO";"03/08/2021";"22/07/2021";"17400,0000"
"000162021";"160014";"COMANDO 12 REGIAO MILITAR";"6";"Dispensa de Licitação";"16/2021";"Objeto: Aquisição de materiais para confecção da galeria de ex comandantes do Comando da 12ª Região Militar.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MANAUS";"03/08/2021";"";"1575,7000"
